chinese,thai_meaning,category,hsk_level
议会,"สภา, การประชุม",,hsk7
议员,"สมาชิกสภา, สมาชิกสภานิติบัญญัติ",,hsk7
亦,"ก็, ด้วยเช่นกัน",,hsk7
屹立,"ตั้งตระหง่าน, ยืนหยัด",,hsk7
异口同声,"พูดเป็นเสียงเดียวกัน, เห็นพ้องต้องกัน",,hsk7
异想天开,"เพ้อฝัน, จินตนาการเกินจริง",,hsk7
异议,"การคัดค้าน, ความเห็นต่าง",,hsk7
抑扬顿挫,"การเน้นเสียงสูงต่ำ, จังหวะจะโคน",,hsk7
抑郁,"ซึมเศร้า, หดหู่",,hsk7
抑制,"ยับยั้ง, ควบคุม, ระงับ",,hsk7
译,"แปล, ถอดความ",,hsk7
易拉罐,กระป๋อง (เครื่องดื่ม),,hsk7
益处,"ประโยชน์, ข้อดี",,hsk7
意料,"การคาดการณ์, การคาดหมาย",,hsk7
意料之外,"เหนือความคาดหมาย, ไม่คาดฝัน",,hsk7
意图,"เจตนา, ความตั้งใจ",,hsk7
溢,"ล้น, ท่วมท้น",,hsk7
毅力,"ความทรหด, ความอุตสาหะ",,hsk7
毅然,"อย่างแน่วแน่, อย่างเด็ดเดี่ยว",,hsk7
因人而异,แตกต่างกันไปตามบุคคล,,hsk7
阴暗,"มืดมน, สลัว, ทึมเทา",,hsk7
阴性,"เพศหญิง, คุณลักษณะเชิงลบ (ในบางบริบท)",,hsk7
殷勤,"เอาใจใส่, เอาอกเอาใจ, กระตือรือร้น",,hsk7
银幕,"จอภาพยนตร์, จอ",,hsk7
引发,"ก่อให้เกิด, กระตุ้น, จุดประกาย",,hsk7
引经据典,"อ้างอิงตำรา, ยกข้อความจากคัมภีร์",,hsk7
引领,"นำ, ชี้ทาง, เป็นผู้นำ",,hsk7
引擎,เครื่องยนต์,,hsk7
引人入胜,"น่าหลงใหล, น่าดึงดูดใจ",,hsk7
引人注目,"สะดุดตา, ดึงดูดความสนใจ",,hsk7
引入,"นำเข้า, แนะนำ",,hsk7
引用,"อ้างอิง, ยกมา",,hsk7
引诱,"ล่อลวง, ชักจูง",,hsk7
饮水,ดื่มน้ำ,,hsk7
饮用水,น้ำดื่ม,,hsk7
隐蔽,"ซ่อนเร้น, ปกปิด",,hsk7
隐患,"อันตรายที่ซ่อนอยู่, ความเสี่ยง",,hsk7
隐情,"ความลับ, เรื่องราวที่ปิดบัง",,hsk7
隐身,"ล่องหน, หายตัว",,hsk7
隐性,"ลักษณะแฝง, ลักษณะด้อย (ทางพันธุกรรม)",,hsk7
隐约,"เลือนราง, คลุมเครือ, ไม่ชัดเจน",,hsk7
瘾,"การเสพติด, ความติด",,hsk7
印刷术,การพิมพ์,,hsk7
印证,"ยืนยัน, พิสูจน์",,hsk7
应酬,"การเข้าสังคม, การพบปะสังสรรค์",,hsk7
应付,"รับมือ, จัดการ",,hsk7
应聘,"สมัครงาน, สมัครเข้าทำงาน",,hsk7
应邀,ได้รับเชิญ,,hsk7
英俊,"หล่อเหลา, รูปงาม",,hsk7
婴儿,"ทารก, เด็กอ่อน",,hsk7
鹰,เหยี่ยว,,hsk7
迎,"ต้อนรับ, รับ, เผชิญหน้า",,hsk7
盈利,"กำไร, ผลกำไร",,hsk7
荧光,"เรืองแสง, ฟลูออเรสเซนต์",,hsk7
营救,"การช่วยเหลือ, การกู้ภัย",,hsk7
营造,"สร้าง, ก่อสร้าง",,hsk7
赢家,ผู้ชนะ,,hsk7
影像,"ภาพ, รูปภาพ",,hsk7
映,"ฉาย, สะท้อน, ส่อง",,hsk7
硬朗,"แข็งแรง, สุขภาพดี",,hsk7
硬盘,ฮาร์ดดิสก์,,hsk7
拥护,"สนับสนุน, ให้การสนับสนุน",,hsk7
拥挤,"แออัด, เบียดเสียด",,hsk7
永不,"ไม่เคย, ตลอดไป",,hsk7
永恒,"นิรันดร์, ชั่วนิรันดร์",,hsk7
永久,"ถาวร, ตลอดไป",,hsk7
勇往直前,มุ่งหน้าไปข้างหน้าอย่างไม่ย่อท้อ,,hsk7
勇于,"กล้าที่จะ, กล้าหาญที่จะ",,hsk7
涌,"หลั่งไหล, ทะลัก, พรั่งพรู",,hsk7
涌入,หลั่งไหลเข้ามา,,hsk7
涌现,"ปรากฏขึ้น, ผุดขึ้น",,hsk7
踊跃,"อย่างกระตือรือร้น, อย่างแข็งขัน",,hsk7
用餐,"รับประทานอาหาร, ทานอาหาร",,hsk7
用力,"ใช้แรง, ออกแรง",,hsk7
用人,"การบริหารทรัพยากรบุคคล, การใช้คน",,hsk7
用意,"ความตั้งใจ, ความหมาย",,hsk7
优,"ดี, ยอดเยี่ยม",,hsk7
优化,"ปรับปรุงให้ดีขึ้น, ทำให้เหมาะสมที่สุด",,hsk7
优雅,"สง่างาม, งามสง่า",,hsk7
优异,"ยอดเยี่ยม, ดีเลิศ",,hsk7
优越,"เหนือกว่า, ดีกว่า",,hsk7
忧愁,"ความเศร้า, ความกังวล",,hsk7
忧郁,"ซึมเศร้า, หดหู่",,hsk7
悠久,"ยาวนาน, เก่าแก่",,hsk7
悠闲,"สบายๆ, ผ่อนคลาย",,hsk7
尤为,"โดยเฉพาะอย่างยิ่ง, เป็นพิเศษ",,hsk7
由此看来,"เมื่อพิจารณาจากสิ่งนี้, จากมุมมองนี้",,hsk7
由此可见,"เห็นได้ชัดว่า, แสดงให้เห็นว่า",,hsk7
由来,"ที่มา, ต้นกำเนิด",,hsk7
由衷,"จากใจจริง, ด้วยความจริงใจ",,hsk7
犹如,"ราวกับว่า, ดุจดัง",,hsk7
犹豫不决,"ลังเล, ลังเลใจ",,hsk7
邮编,รหัสไปรษณีย์,,hsk7
邮政,"ไปรษณีย์, การไปรษณีย์",,hsk7
油画,ภาพวาดสีน้ำมัน,,hsk7
游览,"เที่ยวชม, เยี่ยมชม",,hsk7
有朝一日,"สักวันหนึ่ง, ในอนาคต",,hsk7
有待,"ยังคงต้อง, ยังมี",,hsk7
有的放矢,"มีเป้าหมาย, มีจุดมุ่งหมาย",,hsk7
有机,สารอินทรีย์,,hsk7
有口无心,"พูดไปเรื่อย, ไม่ได้ตั้งใจ",,hsk7
有两下子,"มีฝีมือ, มีความสามารถ",,hsk7
有声有色,"มีชีวิตชีวา, น่าสนใจ",,hsk7
有所,"บางส่วน, ระดับหนึ่ง",,hsk7
有所不同,มีความแตกต่างบางประการ,,hsk7
有望,"มีแนวโน้ม, มีโอกาส",,hsk7
有效期,"วันหมดอายุ, อายุการใช้งาน",,hsk7
有幸,"โชคดี, เป็นเกียรติ",,hsk7
有序,"เป็นระเบียบ, เป็นระบบ",,hsk7
有益,"เป็นประโยชน์, มีคุณค่า",,hsk7
有意,"โดยเจตนา, จงใจ",,hsk7
有助于,"ช่วยส่งเสริม, เป็นประโยชน์ต่อ",,hsk7
幼稚,"ไร้เดียงสา, เยาว์วัย",,hsk7
诱饵,"เหยื่อล่อ, สิ่งล่อใจ",,hsk7
诱发,"กระตุ้น, ก่อให้เกิด",,hsk7
诱人,"น่าดึงดูด, น่าสนใจ",,hsk7
友情,มิตรภาพ,,hsk7
友人,เพื่อน,,hsk7
友善,"เป็นมิตร, ใจดี",,hsk7
余,"ส่วนที่เหลือ, ส่วนเกิน",,hsk7
余地,"พื้นที่ว่าง, ช่องว่าง",,hsk7
余额,"ยอดคงเหลือ, เงินคงเหลือ",,hsk7
渔船,เรือประมง,,hsk7
渔民,ชาวประมง,,hsk7
逾期,"เกินกำหนด, ล่วงเลยเวลา",,hsk7
愚蠢,"โง่เขลา, ทึ่ม",,hsk7
愚公移山,ความพากเพียรของคนโง่ (สำนวน),,hsk7
与此同时,ในขณะเดียวกัน,,hsk7
与否,"หรือไม่, ใช่หรือไม่",,hsk7
与其,"ดีกว่าที่จะ, แทนที่จะ",,hsk7
与日俱增,"เพิ่มขึ้นทุกวัน, เพิ่มขึ้นตามกาลเวลา",,hsk7
与时俱进,ก้าวหน้าไปพร้อมกับยุคสมัย,,hsk7
与众不同,"แตกต่างจากคนอื่น, ไม่เหมือนใคร",,hsk7
予以,"ให้, มอบให้",,hsk7
宇宙,"จักรวาล, เอกภพ",,hsk7
语气,"น้ำเสียง, ท่าที",,hsk7
浴室,"ห้องน้ำ, ห้องอาบน้ำ",,hsk7
预感,"ลางสังหรณ์, ความรู้สึกก่อน",,hsk7
预告,"ประกาศ, แจ้งให้ทราบล่วงหน้า",,hsk7
预见,"คาดการณ์, คาดการณ์ล่วงหน้า",,hsk7
预料,"คาดการณ์, คาดหมาย",,hsk7
预赛,"รอบคัดเลือก, การแข่งขันเบื้องต้น",,hsk7
预示,"บ่งชี้, เป็นลางบอกเหตุ",,hsk7
预售,การขายล่วงหน้า,,hsk7
预先,"ล่วงหน้า, ก่อน",,hsk7
预言,"คำพยากรณ์, คำทำนาย",,hsk7
预兆,"ลาง, สัญญาณ",,hsk7
欲望,"ความปรารถนา, ความต้องการ",,hsk7
寓言,"นิทานเปรียบเทียบ, เรื่องเล่า",,hsk7
寓意,"ความหมายแฝง, นัย",,hsk7
遇难,"ประสบภัย, ประสบเคราะห์ร้าย",,hsk7
遇上,"พบ, เจอ",,hsk7
遇险,ตกอยู่ในอันตราย,,hsk7
愈合,"หายดี, สมาน",,hsk7
愈来愈,มากขึ้นเรื่อยๆ,,hsk7
愈演愈烈,ทวีความรุนแรงขึ้นเรื่อยๆ,,hsk7
冤,"ความอยุติธรรม, ความผิด",,hsk7
渊源,"ต้นกำเนิด, ที่มา",,hsk7
元老,"ผู้สูงอายุ, ผู้มีอาวุโส",,hsk7
元首,"ประมุข, ผู้นำ",,hsk7
元宵节,เทศกาลโคมไฟ (วันขึ้น 15 ค่ำ เดือน 1),,hsk7
原本,"เดิมที, แต่เดิม",,hsk7
原材料,วัตถุดิบ,,hsk7
原创,"ต้นฉบับ, สร้างสรรค์เอง",,hsk7
原地,"ที่เดิม, ณ ที่เดิม",,hsk7
原型,"ต้นแบบ, แบบดั้งเดิม",,hsk7
原汁原味,"รสชาติดั้งเดิม, รสชาติแท้",,hsk7
原装,"ของแท้, ของเดิม",,hsk7
圆形,"วงกลม, กลม",,hsk7
源泉,"แหล่งน้ำ, ต้นกำเนิด",,hsk7
源头,"ต้นน้ำ, แหล่งที่มา",,hsk7
源于,"มาจาก, มีต้นกำเนิดจาก",,hsk7
源源不断,"อย่างต่อเนื่อง, ไม่ขาดสาย",,hsk7
远程,"ระยะไกล, ทางไกล",,hsk7
远见,"วิสัยทัศน์, การมองการณ์ไกล",,hsk7
远近闻名,"มีชื่อเสียงไปทั่ว, เป็นที่รู้จักกว้างขวาง",,hsk7
怨恨,"ความแค้น, ความอาฆาต",,hsk7
怨气,"ความขุ่นเคือง, ความไม่พอใจ",,hsk7
怨言,"คำบ่น, คำตัดพ้อ",,hsk7
院士,"นักวิชาการ, สมาชิกสถาบัน",,hsk7
